600559	河北衡水老白干酒业	600559	-
600722	河北金牛化工	600722	-
600803	新奥天然气	600803	-
600812	华北制药	600812	-
600906	财达证券	600906	-
600956	新天绿色能源	600956	-
600965	河北福成五丰食品	600965	-
600997	开滦能源化工	600997	-
601000	唐山港	601000	-
601326	秦皇岛港	601326	-
601633	长城汽车	601633	-
603050	石家庄科林电气	603050	-
603156	河北养元智汇饮品	603156	-
603176	汇通建设	603176	-
603385	惠达卫浴	603385	-
603938	唐山三孚硅业	603938	-
605196	河北华通线缆	605196	-
688146	中船(邯郸)派瑞特种气体	688146	-
600020	河南中原高速公路	600020	-
600066	宇通客车	600066	-
600121	郑州煤电	600121	-
600172	河南黄河旋风	600172	-
600186	莲花健康产业	600186	-
600207	河南安彩高科	600207	-
600222	河南太龙药业	600222	-
600285	河南羚锐制药	600285	-
600312	河南平高电气	600312	-
600403	河南大有能源	600403	-
600439	河南瑞贝卡发制品	600439	-
600469	风神轮胎	600469	-
600531	河南豫光金铅	600531	-
600569	安阳钢铁	600569	-
600595	河南中孚实业	600595	-
600810	神马实业	600810	-
600817	宇通重工	600817	-
600876	凯盛新能源	600876	-
601038	第一拖拉机	601038	-
601375	中原证券	601375	-
601608	中信重工机械	601608	-
601666	平顶山天安煤业	601666	-
601677	河南明泰铝业	601677	-
601717	郑州煤矿机械	601717	-
603508	河南思维自动化设备	603508	-
603566	普莱柯生物工程	603566	-
603658	郑州安图生物工程	603658	-
603993	洛阳栾川钼业	603993	-
605368	河南蓝天燃气	605368	-
688119	中钢洛耐科技	688119	-
688313	河南仕佳光子科技	688313	-
688357	洛阳建龙微纳新材料	688357	-
688517	金冠电气	688517	-
688626	河南翔宇医疗设备	688626	-
600038	中航直升机	600038	-
600095	湘财	600095	-
600178	哈尔滨东安汽车动力	600178	-
600179	安通控股	600179	-
600182	佳通轮胎	600182	-
600187	黑龙江国中水务	600187	-
600202	哈尔滨空调	600202	-
600289	亿阳信通	600289	-
600356	牡丹江恒丰纸业	600356	-
600371	万向德农	600371	-
600598	黑龙江北大荒农业	600598	-
600664	哈药	600664	-
600666	奥瑞德光电	600666	-
600705	中航工业产融控股	600705	-
600726	华电能源	600726	900937
600811	东方	600811	-
600829	哈药集团人民同泰医药	600829	-
600853	龙建路桥	600853	-
600864	哈尔滨哈投投资	600864	-
601011	宝泰隆新材料	601011	-
601106	中国第一重型机械	601106	-
601188	黑龙江交通发展	601188	-
603023	哈尔滨威帝电子	603023	-
603567	黑龙江珍宝岛药业	603567	-
605577	黑龙江出版传媒	605577	-
688011	哈尔滨新光光电科技	688011	-
688459	哈尔滨国铁科技	688459	-
600006	东风汽车	600006	-
600035	湖北楚天智能交通	600035	-
600079	人福医药集团	600079	-
600107	湖北美尔雅	600107	-
600133	武汉东湖高新	600133	-
600136	武汉当代明诚文化体育	600136	-
600141	湖北兴发化工	600141	-
600168	武汉三镇实业控股	600168	-
600184	北方光电	600184	-
600293	湖北三峡新型建材	600293	-
600298	安琪酵母	600298	-
600345	武汉长江通信产业	600345	-
600355	精伦电子	600355	-
600421	湖北华嵘控股	600421	-
600462	湖北九有投资	600462	-
600498	烽火通信科技	600498	-
600566	湖北济川药业	600566	-
600568	中珠医疗控股	600568	-
600654	中安科	600654	-
600681	百川能源	600681	-
600703	三安光电	600703	-
600745	闻泰科技	600745	-
600757	长江出版传媒	600757	-
600769	武汉祥龙电业	600769	-
600774	汉商	600774	-
600801	华新水泥	600801	-
600879	航天时代电子技术	600879	-
600885	宏发科技	600885	-
600976	健民药业	600976	-
600993	马应龙药业	600993	-
600998	九州通医药	600998	-
601162	天风证券	601162	-
601311	骆驼	601311	-
601869	长飞光纤光缆	601869	-
601956	湖北东贝机电	601956	-
603067	湖北振华化学	603067	-
603220	中贝通信	603220	-
603281	湖北江瀚新材料	603281	-
603716	塞力斯医疗科技	603716	-
603719	良品铺子	603719	-
603738	泰晶科技	603738	-
603950	襄阳长源东谷实业	603950	-
605388	湖北均瑶大健康饮品	605388	-
688038	武汉中科通达高新技术	688038	-
688081	武汉兴图新科电子	688081	-
688089	嘉必优生物技术(武汉)	688089	-
688143	武汉长盈通光电技术	688143	-
688151	湖北华强科技	688151	-
688156	路德环境科技	688156	-
688237	湖北超卓航空科技	688237	-
688275	湖北万润新能源科技	688275	-
688387	中信科移动通信技术	688387	-
688526	武汉科前生物	688526	-
688552	航天南湖电子信息技术	688552	-
688646	武汉逸飞激光	688646	-
688665	四方光电	688665	-
688667	武汉菱电汽车电控系统	688667	-
600127	金健米业	600127	-
600156	湖南华升	600156	-
600257	大湖水殖	600257	-
600390	五矿资本	600390	-
600416	湘潭电机	600416	-
600458	株洲时代新材料科技	600458	-
600476	湖南湘邮科技	600476	-
600478	湖南科力远新能源	600478	-
600479	株洲千金药业	600479	-
600599	熊猫金控	600599	-
600698	湖南天雁机械	600698	900946
600731	湖南海利化工	600731	-
600744	大唐华银电力	600744	-
600929	雪天盐业	600929	-
600961	株洲冶炼	600961	-
600963	岳阳林纸	600963	-
600969	湖南郴电国际发展	600969	-
600975	湖南新五丰	600975	-
601098	中南出版传媒	601098	-
601577	长沙银行	601577	-
601636	株洲旗滨	601636	-
601901	方正证券	601901	-
603319	湖南机油泵	603319	-
603353	湖南和顺石油	603353	-
603517	绝味食品	603517	-
603721	中广天择传媒	603721	-
603883	老百姓大药房连锁	603883	-
603939	益丰大药房连锁	603939	-
603959	湖南百利工程科技	603959	-
603989	湖南艾华	603989	-
603998	湖南方盛制药	603998	-
688059	株洲华锐精密工具	688059	-
688067	爱威科技	688067	-
688100	威胜信息技术	688100	-
688152	湖南麒麟信安科技	688152	-
688157	湖南松井新材料	688157	-
688187	株洲中车时代电气	688187	-
688189	湖南南新制药	688189	-
688289	圣湘生物科技	688289	-
688308	株洲欧科亿数控精密刀具	688308	-
688425	中国铁建重工	688425	-
688433	湖南华曙高科技	688433	-
688480	赛恩斯环保	688480	-
688523	湖南航天环宇通信科技	688523	-
688598	湖南金博碳素	688598	-
688779	湖南长远锂科	688779	-
688799	湖南华纳大药厂	688799	-
600110	诺德新材料	600110	-
600148	长春一东离合器	600148	-
600189	吉林泉阳泉	600189	-
600215	派斯林数字科技	600215	-
600333	长春燃气	600333	-
600360	吉林华微电子	600360	-
600365	通化葡萄酒	600365	-
600697	长春欧亚	600697	-
600742	长春一汽富维汽车零部件	600742	-
600867	通化东宝药业	600867	-
600881	吉林亚泰(集团)	600881	-
601279	长春英利汽车工业	601279	-
601518	吉林高速公路	601518	-
601929	吉视传媒	601929	-
603099	长白山旅游	603099	-
603559	中通国脉通信	603559	-
688276	长春百克生物科技	688276	-
688378	吉林奥来德光电材料	688378	-
600064	南京高科	600064	-
600078	江苏澄星磷化工	600078	-
600083	江苏博信投资控股	600083	-
600099	林海	600099	-
600105	江苏永鼎	600105	-
600128	苏豪弘业	600128	-
600200	江苏吴中医药发展	600200	-
600213	扬州亚星客车	600213	-
600220	江苏阳光	600220	-
600250	南京纺织品进出口	600250	-
600268	国电南京自动化	600268	-
600276	江苏恒瑞医药	600276	-
600280	南京中央商场(集团)	600280	-
600282	南京钢铁	600282	-
600287	江苏舜天	600287	-
